the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.87834959681759 40.643028752547636),3,Brooklyn,305,42,60,19,8,BR02120,NW,SEAVIEW AV,Pennsylvania Av,-73.878.351,40.643.037,Spring Creek-Starrett City,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89318859100732 40.66214574963234),3,Brooklyn,305,42,60,19,8,BR02121,NE,Pennsylvania Av,NEW LOTS AV,-7.389.319,40.662.154,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89593258878058 40.671614748023906),3,Brooklyn,305,42,55,19,8,BR02122,SW,Pennsylvania Av,PITKIN AV,-73.895.934,40.671.623,East New York (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88689459192699 40.68323974520576),3,Brooklyn,305,37,54,18,7,BR02123,NW,JAMAICA AV,CLEVELAND ST,-73.886.896,40.683.248,Highland Park-Cypress Hills Cemeteries (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00318156057394 40.57710977052882),3,Brooklyn,313,47,46,23,8,BR02124,NE,37 ST,NEPTUNE AV,-74.003.183,40.577.118,Coney Island-Sea Gate,AE,,1
POINT (-73.95566557230246 40.64067575614974),3,Brooklyn,314,45,42,21,9,BR02125,NE,FLATBUSH AV,AV D,-73.955.667,40.640.684,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96643956930917 40.63234875766801),3,Brooklyn,314,45,44,21,9,BR02126,SE,FOSTER AV,CONEY ISLAND AV,-73.966.441,40.632.357,Flatbush (West)-Ditmas Park-Parkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93947157598816 40.65636475222813),3,Brooklyn,309,41,43,20,9,BR02127,NE,ALBANY AV,CLARKSON AV,-73.939.473,40.656.373,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93975357631547 40.65754375180116),3,Brooklyn,309,40,43,20,9,BR02128,SE,ALBANY AV,WINTHROP ST,-73.939.755,40.657.552,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96881656527516 40.68753974733939),3,Brooklyn,302,35,57,25,7,BR02129,SW,VANDERBILT AV,LAFAYETTE AV,-73.968.818,40.687.548,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96862556469004 40.6865667471931),3,Brooklyn,302,35,57,25,7,BR02130,NW,VANDERBILT AV,GREENE AV,-73.968.627,40.686.575,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90005658703913 40.677143747239136),3,Brooklyn,305,37,54,25,7,BR02132,NE,JAMAICA AV,BROADWAY,-73.900.058,40.677.152,Cypress Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9237925783902 40.6997647432287),3,Brooklyn,304,37,53,18,7,BR02136,NW,DEKALB AV,WILSON AV,-73.923.794,40.699.773,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9196755794364 40.70395474220613),3,Brooklyn,304,37,53,18,7,BR02137,SW,DEKALB AV,WYCKOFF AV,-73.919.677,40.703.963,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96092157321958 40.598247764352635),3,Brooklyn,315,48,45,22,8,BR02140,SE,AV U,CONEY ISLAND AV,-73.960.923,40.598.256,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96054857287517 40.591878765987765),3,Brooklyn,315,48,45,22,8,BR02141,NE,CONEY ISLAND AV,AV X,-7.396.055,40.591.887,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89834358824267 40.6689747482719),3,Brooklyn,305,42,60,19,8,BR02143,NW,SUTTER AV,ALABAMA AV,-73.898.345,40.668.983,East New York (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91116558387088 40.66968774906292),3,Brooklyn,316,41,55,25,8,BR02144,NW,PITKIN AV,ROCKAWAY AV,-73.911.167,40.669.696,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90893658610513 40.66224775028946),3,Brooklyn,316,42,55,19,8,BR02146,SW,ROCKAWAY AV,LIVONIA AV,-73.908.938,40.662.256,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92578757770393 40.697725743859706),3,Brooklyn,304,34,53,18,7,BR02147,SW,DEKALB AV,MYRTLE AV,-73.925.789,40.697.734,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90933958484517 40.66382474989879),3,Brooklyn,316,41,55,25,8,BR02148,SW,ROCKAWAY AV,DUMONT AV,-73.909.341,40.663.833,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92278758060118 40.66678675014691),3,Brooklyn,316,41,55,25,9,BR02149,SW,RALPH AV,EAST NEW YORK AV,-73.922.789,40.666.795,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9162825833152 40.66983474869091),3,Brooklyn,316,41,55,25,8,BR02150,SE,East New York Av,STRAUSS ST,-73.916.284,40.669.843,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92291458056707 40.66691475002878),3,Brooklyn,316,41,55,25,9,BR02151,SW,East New York Av,RALPH AV,-73.922.916,40.666.923,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91108258449486 40.67600074765483),3,Brooklyn,316,41,55,25,8,BR02153,SW,ROCKAWAY AV,ATLANTIC AV,-73.911.084,40.676.009,Ocean Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97871456199027 40.68442974833354),3,Brooklyn,302,33,52,26,10,BR02156,SW,ATLANTIC AV,4 AV,-73.978.716,40.684.438,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93547357554692 40.68351174674808),3,Brooklyn,303,36,56,25,8,BR02157,NW,HALSEY ST,LEWIS AV,-73.935.475,4.068.352,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89944858937461 40.65908475060489),3,Brooklyn,316,42,55,19,8,BR02158,NW,NEW LOTS AV,VAN SINDEREN AV,-7.389.945,40.659.093,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89665358818883 40.675879746590056),3,Brooklyn,305,37,54,19,8,BR0216,NE,ATLANTIC AV,Pennsylvania Av,-73.896.655,40.675.888,East New York (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89295659061123 40.6619697494668),3,Brooklyn,305,42,60,19,8,BR02161,NE,NEW LOTS AV,Pennsylvania Av,-73.892.958,40.661.978,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87421059606976 40.67233474699586),3,Brooklyn,305,42,60,19,8,BR02162,SE,SUTTER AV,FOUNTAIN AV,-73.874.212,40.672.343,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.94144857438779 40.67986374819913),3,Brooklyn,303,36,56,20,8,BR02165,SW,FULTON ST,KINGSTON AV,-7.394.145,40.679.872,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89862758908036 40.66878574820143),3,Brooklyn,305,42,60,19,8,BR02166,SE,SUTTER AV,WILLIAMS AV,-73.898.629,40.668.794,East New York (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88476759397095 40.65040275147628),3,Brooklyn,305,42,60,19,8,BR02167,SW,Pennsylvania Av,VANDALIA AV,-73.884.769,40.650.411,Spring Creek-Starrett City,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.97180057028707 40.57954076856109),3,Brooklyn,313,48,46,23,8,BR02169,SE,W 5 ST,NEPTUNE AV,-73.971.802,40.579.549,Coney Island-Sea Gate,AE,,1
POINT (-73.9414625733387 40.686000746211924),3,Brooklyn,303,36,56,25,8,BR02170,NE,THROOP AV,MADISON ST,-73.941.464,40.686.009,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00764755609892 40.620317761484344),3,Brooklyn,310,43,49,26,11,BR02171,SW,BAY RIDGE PKWY,13 AV,-74.007.649,40.620.326,Dyker Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00343855701428 40.64124875719316),3,Brooklyn,312,38,49,17,10,BR02173,NE,8 AV,50 ST,-7.400.344,40.641.257,Sunset Park (East)-Borough Park (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91638558372456 40.6497037525905),3,Brooklyn,317,42,58,19,9,BR02174,NE,REMSEN AV,AV B,-73.916.387,40.649.712,East Flatbush-Remsen Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92240658165201 40.64684575319669),3,Brooklyn,317,45,58,21,9,BR02175,NE,BEVERLY RD,E 58 ST,-73.922.408,40.646.854,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87420659556805 40.689130743940744),3,Brooklyn,305,37,54,18,7,BR02176,SW,JAMAICA AV,CRESCENT ST,-73.874.208,40.689.139,Cypress Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00384155392781 40.68283974954713),3,Brooklyn,306,39,51,26,10,BR02177,SW,COLUMBIA ST,CARROLL ST,-74.003.843,40.682.848,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.95302957101782 40.6769867489394),3,Brooklyn,308,35,57,20,9,BR02179,SW,DEAN ST,BEDFORD AV,-73.953.031,40.676.995,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01203155591206 40.61279676348334),3,Brooklyn,310,43,46,26,11,BR02180,SW,86 ST,14 AV,-74.012.033,40.612.805,Dyker Beach Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88868859217465 40.66369274872511),3,Brooklyn,305,42,60,19,8,BR02181,SE,NEW LOTS AV,MILLER AV,-7.388.869,40.663.701,East New York-New Lots,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86263160018045 40.66909174715754),3,Brooklyn,305,42,60,19,8,BR02182,SE,ELDERT LANE,LINDEN BLVD,-73.862.633,406.691,East New York-City Line,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.97186156606399 40.65042475465687),3,Brooklyn,314,40,42,20,10,BR02183,NE,CONEY ISLAND AV,PARK CIRCLE,-73.971.863,40.650.433,Prospect Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96684556884927 40.632005757768496),3,Brooklyn,314,40,44,21,9,BR02186,SW,CONEY ISLAND AV,FOSTER AV,-73.966.847,40.632.014,Flatbush (West)-Ditmas Park-Parkville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97582256668993 40.62594375975859),3,Brooklyn,312,44,48,22,9,BR02187,SE,AV I,MCDONALD AV,-73.975.824,40.625.952,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99757056159143 40.59881776595202),3,Brooklyn,311,47,47,17,11,BR02189,NW,BATH AV,BAY PKWY,-73.997.572,40.598.826,Bath Beach,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93069857983444 40.65163375333671),3,Brooklyn,317,45,58,21,9,BR02192,SW,CHURCH AV,UTICA AV,-739.307,40.651.642,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94660857415273 40.651214753922524),3,Brooklyn,317,40,43,21,9,BR02193,NE,NEW YORK AV,CHURCH AV,-7.394.661,40.651.223,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95247057180684 40.65133875339216),3,Brooklyn,317,40,42,21,9,BR02194,SE,ROGERS AV,Martense St,-73.952.472,40.651.347,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94500857645224 40.6163217605735),3,Brooklyn,314,45,41,21,9,BR0571,NW,NOSTRAND AV,KINGS HWY,-7.394.501,4.061.633,Flatlands,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95679657093876 40.65506875358778),3,Brooklyn,309,40,43,20,9,BR02195,NW,CLARKSON AV,BEDFORD AV,-73.956.798,40.655.077,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93027857945883 40.652001752670685),3,Brooklyn,317,41,58,20,9,BR02196,NE,UTICA AV,CHURCH AV,-7.393.028,4.065.201,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91981558299335 40.652967752483576),3,Brooklyn,317,41,58,19,9,BR02197,NE,CHURCH AV,REMSEN AV,-73.919.817,40.652.976,East Flatbush-Remsen Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93095657638555 40.691934745213665),3,Brooklyn,303,36,56,25,8,BR02199,SW,MALCOLM X BLVD,LAFAYETTE AV,-73.930.958,40.691.943,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.955286567486 40.71014974275698),3,Brooklyn,301,34,53,18,7,BR02200,NE,RODNEY ST,S 3 ST,-73.955.288,40.710.158,Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95109957061325 40.68621174722752),3,Brooklyn,303,36,57,25,8,BR02204,NW,GATES AV,NOSTRAND AV,-73.951.101,4.068.622,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96271057306808 40.577439768242996),3,Brooklyn,313,48,46,23,8,BR02206,NW,Brighton Beach Av,BRIGHTON 5 ST,-73.962.712,40.577.448,Brighton Beach,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.95131557630283 40.599662764228356),3,Brooklyn,315,48,41,22,8,BR02208,NE,OCEAN AV,AV U,-73.951.317,40.599.671,Madison,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91551158343772 40.66130575069909),3,Brooklyn,316,42,55,25,8,BR02211,SW,SARATOGA AV,LIVONIA AV,-73.915.513,40.661.314,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94395757108387 40.71134674190593),3,Brooklyn,301,34,53,18,7,BR02213,SW,GRAHAM AV,GRAND ST,-73.943.959,40.711.355,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92669057721962 40.70116674305235),3,Brooklyn,304,34,53,18,7,BR02214,SW,WILSON AV,STARR ST,-73.926.692,40.701.175,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96061557344281 40.58719876683368),3,Brooklyn,313,48,45,23,8,BR02216,SW,AV Z,CONEY ISLAND AV,-73.960.617,40.587.207,Gravesend (South),X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.89599059073504 40.65213975145643),3,Brooklyn,318,42,60,19,8,BR02234,NE,E 108 ST,FARRAGUT RD,-73.895.992,40.652.148,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89434759129189 40.65067475183093),3,Brooklyn,318,42,60,19,8,BR02235,NE,E 108 ST,GLENWOOD RD,-73.894.349,40.650.683,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89733159022366 40.653348751594),3,Brooklyn,318,42,60,19,8,BR02236,SE,E 108 ST,STANLEY AV,-73.897.333,40.653.357,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.94250157477974 40.665210750398614),3,Brooklyn,309,35,43,20,9,BR02237,NE,KINGSTON AV,MONTGOMERY ST,-73.942.503,40.665.219,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9867135637719 40.60589776381017),3,Brooklyn,311,44,47,17,11,BR02238,SE,KINGS HWY,STILLWELL AV,-73.986.715,40.605.906,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97931956556631 40.6157047613927),3,Brooklyn,311,44,47,17,9,BR02239,NE,BAY PKWY,62 ST,-73.979.321,40.615.713,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00015956156406 40.57739677011337),3,Brooklyn,313,47,46,23,8,BR02240,NW,W 33 ST,NEPTUNE AV,-74.000.161,40.577.405,Coney Island-Sea Gate,AE,,1
POINT (-73.9851115658171 40.57665376991698),3,Brooklyn,313,47,46,23,8,BR02241,NW,MERMAID AV,W 17 ST,-73.985.113,40.576.662,Coney Island-Sea Gate,AE,,1
POINT (-73.9937305626782 40.59331476643602),3,Brooklyn,311,43,47,17,11,BR02242,NE,CROPSEY AV,BAY 38 ST,-73.993.732,40.593.323,Gravesend (West),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.98704556290447 40.62178876054542),3,Brooklyn,312,44,48,22,9,BR02243,SE,60 ST,18 AV,-73.987.047,40.621.797,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95267157672527 40.57700476861614),3,Brooklyn,315,48,45,23,8,BR02244,NE,ORIENTAL BLVD,WEST END AV,-73.952.673,40.577.013,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,AE,,1
POINT (-73.96649857045962 40.6058907630252),3,Brooklyn,315,44,45,22,9,BR02245,NE,KINGS HWY,OCEAN PKWY,-739.665,40.605.899,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9396455808931 40.57815776752525),3,Brooklyn,315,48,45,23,8,BR02246,SW,ORIENTAL BLVD,MACKENZIE ST,-73.939.647,40.578.166,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.96134257278423 40.59843276420013),3,Brooklyn,315,47,45,22,8,BR02247,NW,CONEY ISLAND AV,AV U,-73.961.344,40.598.441,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.917809581949 40.685625746029494),3,Brooklyn,303,41,55,25,8,BR02248,NW,SARATOGA AV,HALSEY ST,-73.917.811,40.685.634,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94694557417587 40.655701752784374),3,Brooklyn,309,40,43,20,9,BR02249,NE,CLARKSON AV,NEW YORK AV,-73.946.947,4.065.571,Prospect Lefferts Gardens-Wingate,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89366959187485 40.63721375471457),3,Brooklyn,318,46,59,19,8,BR02250,NW,ROCKAWAY PKWY,AV M,-73.893.671,40.637.222,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89133259317094 40.6354197547839),3,Brooklyn,318,46,58,19,8,BR02251,SE,ROCKAWAY PKWY,AV N,-73.891.334,40.635.428,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.92756557886288 40.67493374849084),3,Brooklyn,308,41,56,20,9,BR02253,NE,BERGEN ST,ROCHESTER AV,-73.927.567,40.674.942,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94234257448822 40.666939750769124),3,Brooklyn,309,35,43,20,9,BR02254,NE,KINGSTON AV,CARROLL ST,-73.942.344,40.666.948,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94578957428162 40.66431975071948),3,Brooklyn,309,35,43,20,9,BR02255,NW,EMPIRE BLVD,BROOKLYN AV,-73.945.791,40.664.328,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99072956010207 40.64339075625812),3,Brooklyn,312,39,51,17,10,BR02256,SW,39 ST,FT HAMILTON PKWY,-73.990.731,40.643.399,Sunset Park (East)-Borough Park (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92093158203505 40.652682752145196),3,Brooklyn,317,41,58,20,9,BR02257,NW,RALPH AV,CHURCH AV,-73.920.933,40.652.691,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96041856846858 40.67298874988519),3,Brooklyn,308,35,57,20,9,BR02368,SE,ST JOHNS PL,CLASSON AV,-7.396.042,40.672.997,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93790957499166 40.68180874755627),3,Brooklyn,303,36,56,25,8,BR02370,NW,Marcus Garvey Blvd,MACDONOUGH ST,-73.937.911,40.681.817,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97380856495487 40.65613275393215),3,Brooklyn,307,39,44,20,10,BR02373,SW,Prospect Park Southwest,TERRACE PL,-7.397.381,40.656.141,Windsor Terrace-South Slope,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96743657222639 40.581710767968424),3,Brooklyn,313,47,46,23,8,BR02375,NW,OCEAN PKWY,WEST AV,-73.967.438,40.581.719,Coney Island-Sea Gate,AE,,1
POINT (-73.92900157752635 40.68413274645261),3,Brooklyn,303,36,56,25,8,BR02377,SE,HALSEY ST,MALCOLM X BLVD,-73.929.003,40.684.141,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93821257462568 40.68333174694709),3,Brooklyn,303,36,56,25,8,BR02378,NW,Marcus Garvey Blvd,HALSEY ST,-73.938.214,4.068.334,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93773757494873 40.68312774686732),3,Brooklyn,303,36,56,25,8,BR02379,SE,HALSEY ST,MARCUS GARVEY BLVD,-73.937.739,40.683.136,Bedford-Stuyvesant (East),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93160157966079 40.64206375488313),3,Brooklyn,317,45,58,21,9,BR02380,NW,AV D,E 48 ST,-73.931.603,40.642.072,East Flatbush-Farragut,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92981057983135 40.64218175485034),3,Brooklyn,317,45,58,21,9,BR02381,NW,AV D,UTICA AV,-73.929.812,4.064.219,East Flatbush-Farragut,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.00338755670032 40.64189875736862),3,Brooklyn,307,38,49,17,10,BR02383,NW,49 ST,8 AV,-74.003.389,40.641.907,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96444756667572 40.68288474833603),3,Brooklyn,302,35,57,25,7,BR02385,SE,FULTON ST,WASHINGTON AV,-73.964.449,40.682.893,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00572355408124 40.673987751403665),3,Brooklyn,306,38,51,26,10,BR02386,SE,LORRAINE ST,HICKS ST,-74.005.725,40.673.996,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,AE,,1
POINT (-73.94386057188713 40.711907741755546),3,Brooklyn,301,34,50,18,7,BR02389,NE,GRAHAM AV,GRAND ST,-73.943.862,40.711.916,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92988957986492 40.64836875359473),3,Brooklyn,317,45,58,21,9,BR02391,NE,UTICA AV,TILDEN AV,-73.929.891,40.648.377,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.99455855974549 40.63656475825397),3,Brooklyn,312,44,48,22,10,BR02392,NE,49 ST,NEW UTRECHT AV,-7.399.456,40.636.573,Borough Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9577075680633 40.69249274592603),3,Brooklyn,303,33,57,25,8,BR02620,SW,FRANKLIN AV,WILLOUGHBY AV,-73.957.709,40.692.501,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96181256785414 40.66983675087743),3,Brooklyn,309,35,57,20,9,BR02621,NE,CLASSON AV,PRESIDENT ST,-73.961.814,40.669.845,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96514756584354 40.686712747124304),3,Brooklyn,302,35,57,25,7,BR02622,SE,GREENE AV,WASHINGTON AV,-73.965.149,40.686.721,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94793456995359 40.70582674283218),3,Brooklyn,301,34,53,18,7,BR02624,NE,LORIMER ST,BOERUM ST,-73.947.936,40.705.835,East Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97056256989512 40.59057576609309),3,Brooklyn,315,47,45,22,8,BR02625,NW,AV X,WEST ST,-73.970.564,40.590.584,Gravesend (East)-Homecrest,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.02306655164985 40.614269763966924),3,Brooklyn,310,43,46,26,11,BR02626,SW,7 AV,92 ST,-74.023.068,40.614.278,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97108756842175 40.62418175992849),3,Brooklyn,312,44,48,22,9,BR0511,NW,AV J,OCEAN PKWY,-73.971.089,4.062.419,Mapleton-Midwood (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97917156737199 40.59294076645855),3,Brooklyn,313,47,45,23,8,BR0524,SW,86 ST,W 8 ST,-73.979.173,40.592.949,Gravesend (South),X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.99514456360961 40.57272377092783),3,Brooklyn,313,47,46,23,8,BR0529,SW,SURF AV,W 29 ST,-73.995.146,40.572.732,Coney Island-Sea Gate,AE,,1
POINT (-73.98986156554912 40.57382177071864),3,Brooklyn,313,47,46,23,8,BR0530,SW,SURF AV,W 23 ST,-73.989.863,4.057.383,Coney Island-Sea Gate,AE,,1
POINT (-73.97389157027825 40.57499876993005),3,Brooklyn,313,48,46,23,8,BR0531,NW,SURF AV,W 5 ST,-73.973.893,40.575.007,Coney Island-Sea Gate,AE,,1
POINT (-73.96693757179284 40.58473676716807),3,Brooklyn,313,47,45,23,8,BR0534,NW,OCEAN PKWY,SHORE PKWY,-73.966.939,40.584.745,Gravesend (South),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.97213356997084 40.579219768854145),3,Brooklyn,313,48,46,23,8,BR0538,SW,W 5 ST,NEPTUNE AV,-73.972.135,40.579.228,Coney Island-Sea Gate,AE,,1
POINT (-73.96033057397551 40.5819547680469),3,Brooklyn,313,48,45,23,8,BR0539,NW,NEPTUNE AV,CONEY ISLAND AV,-73.960.332,40.581.963,Brighton Beach,AE,,1
POINT (-73.95953357478852 40.58194576762422),3,Brooklyn,313,48,45,23,8,BR0540,NE,NEPTUNE AV,CONEY ISLAND AV,-73.959.535,40.581.954,Brighton Beach,AE,,1
POINT (-73.96723457237877 40.58134676830016),3,Brooklyn,313,48,46,23,8,BR0542,SE,OCEAN PKWY,WEST AV - MAIN DR,-73.967.236,40.581.355,Brighton Beach,AE,,1
POINT (-73.99502856319162 40.57541076978694),3,Brooklyn,313,47,46,23,8,BR0546,SE,MERMAID AV,W 29 ST,-7.399.503,40.575.419,Coney Island-Sea Gate,AE,,1
POINT (-73.98866156552198 40.57611677015687),3,Brooklyn,313,47,46,23,8,BR0547,SE,MERMAID AV,W 22 ST,-73.988.663,40.576.125,Coney Island-Sea Gate,AE,,1
POINT (-73.95739357226597 40.630198758213545),3,Brooklyn,314,45,42,21,9,BR0563,SW,OCEAN AV,AV H,-73.957.395,40.630.207,Flatbush (West)-Ditmas Park-Parkville,X,AREA OF MINIMAL FLOOD HAZARD,
